path,frozen_commit,git_blob_sha,canonical_byte_length,canonical_sha256,current_lovable_sha256,remediation_required,reason,generated_file_exception
src/components/ui/alert-dialog.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,072a66562e9d94e33ccaf32d27c8efe3a52e7c32,4183,ee4d7f3341a1e5592787b7dac8e924bd226189492819f6704d8a7faf8fe64d20,7b92eace677b37b106e83baeebc3be6ef396ed7ebce0b20967990ddb83271549,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/alert.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,cd0a0627702e492c3f02607dbc77025999c5ed13,1589,e7f4c2e6f78c59270905b4152b7d3ef4d5c6b9e3b2d370daa7b301aa7cbd27b3,aef6ee0b3672f312e6906461273d8135f11f0f56e2f9b115d92262b7946dd6f9,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/aspect-ratio.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,c9e6f4bf9e1c01d6d7022b53e68438e61746c86c,143,d72c73d629e37995a0a71647d851d68d6fdcd7ec120797f36ab83a8ee89f2cab,67c60b91df6dc9fc729390742b04c02d40c19f51f7a2d4f79110911a061266bb,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/avatar.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,7904926b9d89e90f6e9a3a9dad2abeed5af99c2e,1413,0326c9041c5a0b1ba31ff29822c51950b6aeac485cd0985e7df714741a54e7f4,a2077be3cb2702c55b3ff024e28a2d19e426bb5827e366d03a6bf756dbf8221c,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/badge.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,3aabd17e73034f71efdd2f301f8a81ab8cdae23c,1123,6519775252fe729f21c60b92c7c9feefd1fe7d0a8c2cf16d6f1c2fa7e153fe75,c57030b62760166ab4c3a36a220a45c7699d375f10671dbd54d8156fec04fd1c,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/breadcrumb.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,94eb6291a6f26846562a63438b3c49595e9bff25,2749,d5224e87344b3ac0f8b002e5dda6a71ff8fee296db8a5fbe6b034d06bd5c2ae1,d70a97e46e4d0846be2d22b546632e55ab3335a3c82804c0160b45a7abdc760d,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/button.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,bc3bc9f6bbefc3155d1f4d053ff58f9b8662edbe,1894,e39813b666ba434660ec088356a0349246b6803a4e99961295d0c82bab1ab862,2c8aae724f8effc35a91f833f9c0e8dee010f5cb0b8698441001dac93e8811bf,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/calendar.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,781f8853f2a4044c305cc862f832a2b01d41d3d7,7210,3205837b76f652de06126eb65ab7af601013ca989025cd21ed4cda33bd780b46,a1ad621d8bb65ea59b6671542627efc813fafd6d036de4f0276f01b34aa44085,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/card.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,d886b020243248cee648b14274a763b325a3bc55,1817,f13878a0078a5ef9f3e92af29259fc1e93ea56ea80cb992e0c4dea4e35396459,c6e182e038df4994615be337e682910a3835594f12d7bf61ab0909e6518477b2,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/carousel.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,5dd7455702b2fb2c9561dd3b1ed700210ef3be3d,6200,568e00e8edbfab8af67ee902ca9ef5ceb6d5ed6f3045e7f9b3c15b4f7ef9e974,bdf6f1be424fa2d49cf82d09b219d6613d6bc83340df1105d88ddc328034ede2,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/chart.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,f27e7ca5343ccc102441afeb45ef946e1d504944,10570,81b1f692f9334ba3030213ff37eeaf2dd762b644e5d96e51ada7072109f07430,d816f293d915c86968a16100f50df23fc20f9cd0bc6f5a1e8fcadea50a1d58f0,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/checkbox.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,f01d47c865e9ce28610b16bfa4021a88beebec3e,1043,c44d02535d5c9c92807576804407dd63d01e7189dbde526e925b53885e645fd4,d2c880d1a7de1633a5eb6f4d09977f203d737de24fe3d7e8ba959b851fd18145,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/collapsible.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,cb003d17563549c97d3d349477c0aa073b2244aa,335,5f0a45d8f6ca72d37ed10bf0a85306158b67d7cbc386319186ce013ead9bc0a6,0be1d5082be6ce6a06e0f67accb38ef50e981f111187e3954d0a1bca062f52e1,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/command.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,dc859d7281e5b4fef5a2b71ea30459e0745003a8,4876,ba8c0f8b23044ce9a5066e66d7ab7be3a3c79bfc4a0ab7dfae6ffafe439145a3,5f15a9b4aeec3f848264322c65798e92f9af0cb3777ca075796bdfce56deaf54,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/context-menu.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,bad5ecec471b1fffa49c1f23a43f4d69ebb4edb3,7391,9ba8c0fc29c25f440a1d8806e16d42c1083e9909e7ed1f1b9b0deb2ae00e1d13,05edd5ec8d9322670502b0c7b6f8cf6a5dc4185d552d5a5a1d2a6e388064cf21,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/dialog.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,8ed559e3d6f2ab5f0d0287f56c63fbcd48a47b87,3648,e3a6de153fb15597ea95be9c4549211a297c060267787915599e3d680d476bd9,a5b691c73830e0eab35b93a0ff08703cf7b1dd42a7acd435f1a4ebb9a2e232e9,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/drawer.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,33533cc7600c40d506a3d308d16ef25f95af3e9d,2973,478c487f66245641d5fa0f0d1c53a07d68bd60c4b3c497ec4c41ce08b482e14b,096c508d4ebbe9ed00647588e8077cd65970938b773c0e1d252723b903bd620e,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/dropdown-menu.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,f11da936afd13d3036831b96e8d36f62bf2b81de,7596,c6eb5ff28e5bc3cdbe38a11d680aae56d885285e4aca7c8288609811effc04cb,9aca83be58992cdf5c996afaa9af8cac82366e0b5b7f71f4866dce49b5a0c434,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/form.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,4d15828dac1306f42581c2aa2aa45d04c65522db,4201,1ed53d4ab564a64708938643de590f2bef3718b0b2a309c1019c57e9c1fde23f,e4da338bd60483f6facadf68cd22eac13bd1ae5f6417d6142f14930a614fc334,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/hover-card.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,36f3b7976293638d6c1eef6c426847107dbf766f,1246,69dc172ece56ac77bf3a044a1cd60ed601b0041945d16b5da4c6cc4f42116988,989e3074c71555f2f3a1e8ba3ff23652309dc44bef9ce17705d241aa1ccf5e2f,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/input-otp.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,95d1f4c303a394a313c79f27184456bef5d99ae5,2161,9b94ff8e296ba320ebec6550e0fd1a9763132d7edfa4cac842d4ca926dd5f2e3,73fd79df3eb6381ab797bd172df9517102f88f1a6c6a68bbf43f18cd64cecf0a,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/input.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,7db524115c08e80b10d5282d1bb504b06b238d17,776,92debb7d6d2d96d9e607a42d5ce8f37b2d63384ae5dd9ffbbf5f047b680ffb85,4ee1c239851691038ddef07a1cac8f3d348a35ff5816ecc296d20c9803b1c3de,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/label.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,392197c3b43d69a9b426d49dec06d32ff53ea8d4,716,9f72e2ecf16206593aa9e3c4fbc14cd8e81aa8488d57d92d4a950b30935a9fa9,c33a02e76ac4dfd8e328026ca068ec184aae5b00dc454955865edf5f90f403e0,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/menubar.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,5c9eb98d5eaca6f6da74f71e73893c739da6cb3e,8546,e8a3269de7348e04dc1335cf6227bdcdaf2649484da4654f6a6b20f1c8423a84,c453955303d3e968d87015279966fdefd603c84345e5cdf72c1b4ae0c88c6e59,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/navigation-menu.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,94b2ecc95158b20a18bd986d1313558a128c480f,5152,755aecc77b7911ab61159c9fbb9b25254009eb4c32c95b1430b6b5b7d37ed8f0,e9cc8001c5444e4bca8abcaff2f9ed5e27fe40201127f6c170d149462c313362,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/pagination.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,f8cd41fbaad75c338aec493b5c750b65f95845c5,2739,cbe8559c578ee2d34c7daef5ee75dc3afeb795851e294b111dec375ba44a9a2d,4ddeedce9ba3119fd105649f27502cdadd036966323c4cfb6bd6686656e7ddf8,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/popover.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,dc78a209bbda251914e8ee4633c303ba55a59d2c,1352,861c18577ea5988c6f5ca00d1c677200319fd427cf8b424e59a5cca6ff24f830,5b57bee5769e87ab533a8326c6a25fc1940b5a8fbe1c5276f25ba89615cc7030,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/progress.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,1741cd2f42b7b3c7edcabee07c06e8750556f5ed,781,418f612946a520d1380b7a0d058185bb6a6d09846846dd6d6904a0016152dd4a,61646ebf88d17e251bafd69784b40af978e4a5e8311a5651288b203410a9b107,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/radio-group.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,38a1a6629d76c4a6f445eb85aa8c6d485b9c064a,1405,8c55aa0496b00a27fc4f609ca8b43a7e82c6802f6bf613998438b7632899fa96,2e71f118a77c7adf6c5cc35923576632d0db62c1db4a4aa2b16acad7a841a43d,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/resizable.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,02e9460e72e5e0afa5f71264f0fcd4a16d021aea,1552,f0399fec7bc334f06433b41b6ebf34255942ce4916b99173898893fa7fcc8281,3c3fdec6f7cca80a152bc861a313758bf28703170cdd322ce4ec9da5f0b67a2f,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/scroll-area.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,69febe58466d6309bdfc74bdca456c7aac448f79,1635,b607f562455152a079d70a22538c95072b0267e0d59a1a1cf16a905a2e373a6f,c9f69c09fada3c8653fb4122988a43f6bf49a0b71e8be5ffeeca94e0d87ca266,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/select.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,3fdfc929eb90d4f33e2591e94cdfb2278d1b5c38,5749,6d4deee18cf7ced0354eb719300833a83caf46400de6ee9c3d1942fa4c579ad4,27b85948433560e1d1792037dafac2fa4d0dc38e72977464271ceae1bac60a1d,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/separator.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,5f5966c41731e846b2bc97de315471ea605ffe86,723,bf5838b692e5f74fde7083280b99492dd402bce6966e912e79f5e23f14bc98eb,0f833b4b3a11bdb561f10b704902cb1533d2119bb0c2c7b81fbb47955b621224,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/sheet.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,0aedeb766169d085f3b4bb72e80eac6fe552b971,4248,a82f9341962e766ee925a2fe883b0a9ab5d5dd8475c402ac8e491ee37dc95fde,b78b82c5e0e83ac972ae96ff489ed1d5c0ae792c77c9cec67d201f0c76d3b098,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/sidebar.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,3922680246adfbcdc91110f779eea0b291222a54,23975,9f44f4523271f965adec608ae1c3b8a2f350f2f45ba1401a2c7ee33bc5eda238,09b6531101dd8ed24570c565e485b66b9749c49d903939c7d2780879a369c1f2,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/skeleton.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,6d9a616758e39fcbc07480484a308ffb9d9fba5d,239,f4c42257d73925b0b856a3500e2cbdd918fe6744fcd6be87ef28bb88e7eb7366,020954b8c6a47e7584eefee6af278bf8ce482b8152585b70052cf196b6fd79a5,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/slider.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,e56622ad7eec5f4e98dc870f745c2e066c66f10e,1025,d307cf3ff05b54be4a04389ef4379f9e8b4dc49720197937991ce843a8d4b5ec,5ee4156c0e9a0bfb12fbbdd80a881e5b957e4e4801e7c9082b5d6f7062a7dbbf,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/sonner.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,7a214692adeeea9cfe4acd8659b1b7e0fd4f756f,734,3ad40f66c339e799b1a57c00e10b4627294c7d580d99d8a48ae0d8d4c13cf931,be303e32fe6688cdf44ba42466aed162d4d6341eb279317d1fbeb3b4ae4cbe8b,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/switch.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,6338184e11d92961b4dfd06f151ce5ada7dd838c,1156,c3c298df4ffb56695e4a8f0ff3e37eee08437dec542a677153ec16bed0820107,194d3554933df8573ef1bf84584e1acb9b255f55e73b24b2076c36cca116c5e6,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/table.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,49d2d5c7c3e9d2d43fb2a2e423c751ec77da4279,2820,1e945e564c2cc5ca3ef33019ba7da7a8b94cbc73feb3cbc2b7b33c36ea648d92,14849bacd517394129565a2736f367a2dc218dee044e9dbc4c37ede9ae56e22b,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/tabs.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,6047b50eb6db8395f79c666e488d71881155d97e,1934,e9b454d2f987c83b36cc8870bba47d9355db4e8f5c733b310dbc1119a7d27654,a33395479355fc3cb0127e8731359830ceb29cb137b4090b65a8a9818c2a093d,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
