repo_relative_path,byte_size,sha256,source_commit_sha
src/components/ui/alert.tsx,1638,aef6ee0b3672f312e6906461273d8135f11f0f56e2f9b115d92262b7946dd6f9,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/aspect-ratio.tsx,148,67c60b91df6dc9fc729390742b04c02d40c19f51f7a2d4f79110911a061266bb,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/avatar.tsx,1460,a2077be3cb2702c55b3ff024e28a2d19e426bb5827e366d03a6bf756dbf8221c,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/badge.tsx,1155,c57030b62760166ab4c3a36a220a45c7699d375f10671dbd54d8156fec04fd1c,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/breadcrumb.tsx,2850,d70a97e46e4d0846be2d22b546632e55ab3335a3c82804c0160b45a7abdc760d,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/button.tsx,1943,2c8aae724f8effc35a91f833f9c0e8dee010f5cb0b8698441001dac93e8811bf,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/calendar.tsx,7387,a1ad621d8bb65ea59b6671542627efc813fafd6d036de4f0276f01b34aa44085,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/card.tsx,1872,c6e182e038df4994615be337e682910a3835594f12d7bf61ab0909e6518477b2,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/carousel.tsx,6440,bdf6f1be424fa2d49cf82d09b219d6613d6bc83340df1105d88ddc328034ede2,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/chart.tsx,10901,d816f293d915c86968a16100f50df23fc20f9cd0bc6f5a1e8fcadea50a1d58f0,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/checkbox.tsx,1069,d2c880d1a7de1633a5eb6f4d09977f203d737de24fe3d7e8ba959b851fd18145,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/collapsible.tsx,346,0be1d5082be6ce6a06e0f67accb38ef50e981f111187e3954d0a1bca062f52e1,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/command.tsx,5019,5f15a9b4aeec3f848264322c65798e92f9af0cb3777ca075796bdfce56deaf54,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/context-menu.tsx,7578,05edd5ec8d9322670502b0c7b6f8cf6a5dc4185d552d5a5a1d2a6e388064cf21,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/dialog.tsx,3752,a5b691c73830e0eab35b93a0ff08703cf7b1dd42a7acd435f1a4ebb9a2e232e9,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/drawer.tsx,3071,096c508d4ebbe9ed00647588e8077cd65970938b773c0e1d252723b903bd620e,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/dropdown-menu.tsx,7784,9aca83be58992cdf5c996afaa9af8cac82366e0b5b7f71f4866dce49b5a0c434,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/form.tsx,4372,e4da338bd60483f6facadf68cd22eac13bd1ae5f6417d6142f14930a614fc334,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/hover-card.tsx,1273,989e3074c71555f2f3a1e8ba3ff23652309dc44bef9ce17705d241aa1ccf5e2f,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/input-otp.tsx,2230,73fd79df3eb6381ab797bd172df9517102f88f1a6c6a68bbf43f18cd64cecf0a,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/input.tsx,798,4ee1c239851691038ddef07a1cac8f3d348a35ff5816ecc296d20c9803b1c3de,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/label.tsx,737,c33a02e76ac4dfd8e328026ca068ec184aae5b00dc454955865edf5f90f403e0,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/menubar.tsx,8775,c453955303d3e968d87015279966fdefd603c84345e5cdf72c1b4ae0c88c6e59,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/navigation-menu.tsx,5272,e9cc8001c5444e4bca8abcaff2f9ed5e27fe40201127f6c170d149462c313362,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/pagination.tsx,2837,4ddeedce9ba3119fd105649f27502cdadd036966323c4cfb6bd6686656e7ddf8,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/popover.tsx,1383,5b57bee5769e87ab533a8326c6a25fc1940b5a8fbe1c5276f25ba89615cc7030,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/progress.tsx,806,61646ebf88d17e251bafd69784b40af978e4a5e8311a5651288b203410a9b107,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/radio-group.tsx,1441,2e71f118a77c7adf6c5cc35923576632d0db62c1db4a4aa2b16acad7a841a43d,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/resizable.tsx,1589,3c3fdec6f7cca80a152bc861a313758bf28703170cdd322ce4ec9da5f0b67a2f,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/scroll-area.tsx,1679,c9f69c09fada3c8653fb4122988a43f6bf49a0b71e8be5ffeeca94e0d87ca266,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/select.tsx,5901,27b85948433560e1d1792037dafac2fa4d0dc38e72977464271ceae1bac60a1d,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/separator.tsx,747,0f833b4b3a11bdb561f10b704902cb1533d2119bb0c2c7b81fbb47955b621224,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/sheet.tsx,4370,b78b82c5e0e83ac972ae96ff489ed1d5c0ae792c77c9cec67d201f0c76d3b098,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/sidebar.tsx,24719,09b6531101dd8ed24570c565e485b66b9749c49d903939c7d2780879a369c1f2,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/skeleton.tsx,246,020954b8c6a47e7584eefee6af278bf8ce482b8152585b70052cf196b6fd79a5,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/slider.tsx,1048,5ee4156c0e9a0bfb12fbbdd80a881e5b957e4e4801e7c9082b5d6f7062a7dbbf,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/sonner.tsx,757,be303e32fe6688cdf44ba42466aed162d4d6341eb279317d1fbeb3b4ae4cbe8b,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/switch.tsx,1183,194d3554933df8573ef1bf84584e1acb9b255f55e73b24b2076c36cca116c5e6,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/table.tsx,2914,14849bacd517394129565a2736f367a2dc218dee044e9dbc4c37ede9ae56e22b,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/tabs.tsx,1987,a33395479355fc3cb0127e8731359830ceb29cb137b4090b65a8a9818c2a093d,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/textarea.tsx,698,5af8d497b7b1c4f77399bf5b9f1861230d9950d0c2c5fe1bdbf8b3bdb6eab1e0,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/toggle-group.tsx,1809,868ca1dc957db5b9eb0b8784c170a5dc39e880234747e127a690bfd6628bcb53,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/toggle.tsx,1576,537f16e684e49fe17451d7cab1b7dbf60a594a4f7698b84277fe374f3aca1f59,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/components/ui/tooltip.tsx,1310,657bfcea60e04adf0d5385ae4aabede6158b718206c4b8a91452a728acb9ad00,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/hooks/use-auth.tsx,1078,c781203c1bc117db482e2112d6e14822df6fa29d0420cb39d00c219c42a628f2,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/hooks/use-mobile.tsx,595,f6f7a7643d4607721c57e2b8c4081a8f84aefbb0a240f4b9dd1fc20d8d7a61e6,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/integrations/supabase/auth-attacher.ts,626,6179e11cc21695eb66f712351561a368a4b8cbf2b593b67425200a84ae8eb98b,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/integrations/supabase/auth-middleware.ts,3337,40aa12b8817e24b273716001b8fd2fbe8c2f772ea6a901f4369ec4e03ae4fbc2,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/integrations/supabase/client.server.ts,2816,bfc9e71288133fd10eed1abc51661c806d72c4975d506ca10ac698d4214e8974,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/integrations/supabase/client.ts,2518,4736bc962afbf6dd96bdd95f7d88b7260c369940988c725f0bfc0f7d6ecd343a,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/integrations/supabase/inventory.ts,6649,88e3de7d246f93eb6d195309f20f74555b16184e590afa9abc8a63a179bdf471,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/integrations/supabase/transactions.ts,4820,786c0a10e94d9023cb1e16c7815badd352500dadd56bf19013d4d3dea81dab7c,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/integrations/supabase/types.ts,17650,39e25ba6dd708149ff7257c8371a9876ad7fbf4376a7437eae041f1b9b3b64d4,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/lib/error-capture.ts,933,e6a8a15a852a00dc877bc7c6418b8d67b905e9665f5457e4ffa18992d32a9af8,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/lib/error-page.ts,1401,b070f0586e5d17c818700024c9dff021b7e7ffb40cd8e7f7e7bc19ea82efd1b5,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/lib/lovable-error-reporting.ts,866,fcf6488f881984ca2cfe24ab762bcd1a96780eee9ccad7aeb92242de6aba94e0,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/lib/utils.ts,414,5d0aa7ded97ed1fcaf50db263d3880198511aa34b3eabbca4cdf64204441e52e,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routeTree.gen.ts,13510,f670f71368af2a6d76e78aa8bc3be44d60fcf820f14978f3887f0cd2d56522e2,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/router.tsx,410,7e3481892de4073ba86e9a6c3a52f1cc6c0d8ab8668df1b14a3ce9f7658edc4a,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/README.md,856,73feb3fc6b8f1e203baef0a8cc6199530846f459e670943ae2fbb481b0bffb12,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/__root.tsx,6097,ff59db433869246dd9bae4a1fee03138be51fdb48bcc1691a7647db88ed6e117,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/_authenticated/dashboard.tsx,20578,20f85850052809e5873bd23e3538aa794de030c417c28724298b865b282b074a,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/_authenticated/inventory.$itemId.tsx,36786,8cbe2a3459c48f57d13e09d28a3636e0c0110f6a6f5705cdeabaac80cdb3f523,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/_authenticated/inventory.index.tsx,16757,d7dd7dae75d562e43c5efde2893c1649be65187a8212788e69d4fea9b243677c,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/_authenticated/inventory.tsx,1534,16a9477648eb3509971f66b175458eeb56f5a06b75e77c802342bd601fd4ecee,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/_authenticated/route.tsx,457,cc17c5528ba0ba400f118ad73c16c1ecfddd533cd4b1ee47284c4570b7a7eceb,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/_authenticated/transactions.tsx,32717,27e261b1595ba735a9562a3aaa61c06a301cc69f3dfe286d627bf60ed89511cb,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/auth.tsx,11241,ccd63d482a365b6b1a3cb364b78403b447553f63a4b2b7c2c9fe69029c816489,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/contact.tsx,1315,525cb53bf8b851e02ae104e1039e5b2c344608a3c7cc8360a0c22097d0f5f1dc,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/how-it-works.tsx,1527,db1050791f68cc66dd8bdfaf120c3b025d01d3a36c22a7193b854c3bb8465af7,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/index.tsx,4073,1e7ed793374ef445a3d566c5c13292bfe10af14f14aba81bfcc8501fdfcf274d,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/privacy-policy.tsx,1226,ef93f2e26cfda1ebce23e761249a26e65c71054b98613c35dbb0c28e61cd616e,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/reset-password.tsx,7436,8dfb27c5c3ea2893b7c8f756231020303cc3a81b42ff3f3b2beeb148b1b51acb,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/start.tsx,1713,963f70cf9fd80eb8594de8dc0f4ffb7188b79dd0bfcfda2a4ac6e6afb526ebc0,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/super-admin.tsx,1286,1cde055f8bd46bb6d0e84cd46d96dcc1c8e63bae3ed42d4b9e1457485867c6c4,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/routes/terms-of-service.tsx,1245,77370a2aa4925567a343753bee78ddb7586da950125a7979d34942bdc755f1e8,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/server.ts,2109,4200dda605d3af5b6ba95e79022fdd40d3075cb39ee0d8bacd769ec2312baa92,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/start.ts,763,f1bac9c3b579982a4cf9094e2f0d3a9efa0c3d7b33ed53943ba169d89b387611,7684ea9f02a1a1e1a25f29845ebf831d63163a31
src/styles.css,5699,3f1b79efae6be9eb1d552e34faaf8858c6f9857c3019dba0663cf42374822627,7684ea9f02a1a1e1a25f29845ebf831d63163a31
supabase/config.toml,35,376be61e25e661778fa9675ef558def4959237ecf8ad555225c6056d075e30fe,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/archived-item-protection.test.ts,2874,b15971d1f2b61a8bd9d6bf03c3b5ab8deebee71c8bf17341fa0c9d2e270f5f61,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/audit-integrity.test.ts,2987,91eaae8337048d8a383d6a705404051f4c612adb399623e35f76b10aeb6cb578,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/business-isolation-views.test.ts,3664,0de4abf54e18ccdb836e79abc2095d26d7375d9140eceab85e110c891d0e04b6,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/concurrency.test.ts,5246,07281ef1c5770033eeff9a7b198422ee4ac345d42eadd9a56e2a0eddb9eec6dd,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/correction-behaviour.test.ts,5318,c433b6df998ac8ee4cfdeb57d16e16229efa2ca4673f013e7f723425a80b6173,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/correction-link-integrity.test.ts,7318,eb05282d4b7e7a4329728e0751740268cf5569137a6901d6771e0d2aff7cd4c3,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/cross-business-consistency.test.ts,3713,02f62001d239b55e92fd8ae51251bdff2c1b5833efc18b6b74326816ae8df4a2,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/idempotency.test.ts,6074,b1aafee4258b90536c8e422afd31630ed509fbcee5333d589724e009ef41e804,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/ledger-correctness.test.ts,4229,6516d1e3689303255925e48627ab2eb41d2e45547d171a6907da09a076b2a5f9,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/movement-type-direction.test.ts,4870,19a01adff0fccae3eb8bc0603f28423bd76273198d2a459adce11f88d708e178,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/negative-stock.test.ts,3324,6a92c290d8149bccf430a16138256a6acb7320c2630f3d77799d81a0e2fd651e,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/opening-stock-invariant.test.ts,2980,18f8080f36d3579e8c1106ff4a63b318c46939484f7138dd36f8fc12f80fcaa3,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/performance.test.ts,3076,44e0b1553cdf2bb6be7d84f277b872ca6e15efdeed66292079d7ed49c90c9554,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/permissions.test.ts,6074,648f9e8948138af44f3175a472704d788588d72f7f63b5b777132b90e52c8626,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/rls-cross-business.test.ts,3778,ba888948e059c893816572f32c708aa307825e6b75dae841bdc655db75dd7e9b,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/shared-write-path.test.ts,5286,38c3c7b3de86d2067130dd8fe1a52ff5d051b2f4544114a1c24b76e58b2612a7,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/inventory/trusted-event-link.test.ts,3789,0420d1d6a0023988b01a5ab96153faba89d40301fe1feb10a93449c5e745f9b9,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/setup/assertions.ts,1247,faf1b22d5e663743bdd04399b1d568a145e9d4a28f8cadc3497be8946a9b7722,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/setup/inventory-rpc.ts,3917,c0b15c9985e99c365a95d624bea6c35f9f19495e738370a7baa4b7b759e02bed,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/setup/load-env.ts,501,05fbb07b61e48c6b038a27cbda9ce27fff73899aea44859ba8914cb7bfa61326,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tests/setup/test-clients.ts,4181,7c5a5297b0a8782b85c6514b9b41d1c1eb12df6aaff568070eb00de3b28a5af3,7684ea9f02a1a1e1a25f29845ebf831d63163a31
tsconfig.json,699,7625ca6c61bb82f8f4851cc8815e63d37cb38127b0064c106798ea363eb92ff1,7684ea9f02a1a1e1a25f29845ebf831d63163a31
vite.config.ts,826,1f9a017da9be2029b576ac64f8cc1a62673a49d940e382ba3367065ec68bca28,7684ea9f02a1a1e1a25f29845ebf831d63163a31
vitest.config.ts,374,2c521582a20613f4c5957dd0d740230fdd448b59d2d02d9b68ccd142b16649e9,7684ea9f02a1a1e1a25f29845ebf831d63163a31
